성분명,CAS번호,규제국가,규제구분,단서조항,제한사항,제한농도값_percent,최소제한농도_percent,최대제한농도_percent,예측_Kp_cm_h,Cmax_mg_L,Tmax_h,AUC_mg_h_L,총흡수량_mg,SED_mg_kg_day,적용기준치_mg_kg_day,적용기준치_종류,MoS,log_MoS,MoS_group,대시보드판정,PoD_보강상태,기준치_신뢰도,기준치_출처,기준치_출처_URL,기준치_근거요약,규제우선경고,국소독성_주의,SMILES_InChI_확보필요,PoD_추가조사우선순위,남은과제_메모,독성종말점,독성종말점_분류,독성용량,독성용량_추출값_mg_kg,독성용량_표준화메모,독성용량_MoS사용여부,독성시험종,독성노출경로,독성정보_URL,국문표준명,영문성분명,기준치_우선순위,MoS계산식
6-Methylcoumarin,92-48-8,아세안,한도/금지,,적용 및 사용 범위: 구강 위생 제품. 완제품 내 최대 허용 농도: 0.003%,"0.003, 0.003",0.003,0.003,0.0645054470766397,0.8505101843620408,7.5,15.13394621876668,7.651462280468538,0.0637621856705711,150.0,NOEL_외부레퍼런스,2352.491502957234,3.3715280634593583,Very Safe,매우 안정,외부 PoD 적용(v3),중간,EFSA FGE.80Rev1 / AICIS Coumarins assessment,https://efsa.onlinelibrary.wiley.com/doi/pdf/10.2903/j.efsa.2009.1169,EFSA flavouring evaluation reports 13-week rat NOEL 150 mg/kg bw/day for 6-methylcoumarin. 향료/쿠마린 계열. 알레르기·감작성 별도 검토 필요.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,,정보 없음,,,용량정보 없음,파일 내 LD50/TDLo 등은 직접 사용하지 않음; 외부 반복독성 PoD 적용,,,,6-메틸쿠마린,6-Methyl Coumarin,3_EFSA/AICIS_외부PoD,150 / 0.0637622 = 2352
6-Methylcoumarin,92-48-8,한국,한도/금지,,,,,,0.0645054470766397,0.8505101843620408,7.5,15.13394621876668,7.651462280468538,0.0637621856705711,150.0,NOEL_외부레퍼런스,2352.491502957234,3.3715280634593583,Very Safe,매우 안정,외부 PoD 적용(v3),중간,EFSA FGE.80Rev1 / AICIS Coumarins assessment,https://efsa.onlinelibrary.wiley.com/doi/pdf/10.2903/j.efsa.2009.1169,EFSA flavouring evaluation reports 13-week rat NOEL 150 mg/kg bw/day for 6-methylcoumarin. 향료/쿠마린 계열. 알레르기·감작성 별도 검토 필요.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,,정보 없음,,,용량정보 없음,파일 내 LD50/TDLo 등은 직접 사용하지 않음; 외부 반복독성 PoD 적용,,,,6-메틸쿠마린,6-Methyl Coumarin,3_EFSA/AICIS_외부PoD,150 / 0.0637622 = 2352
6-Methylcoumarin,92-48-8,대만,한도/금지,,,,,,0.0645054470766397,0.8505101843620408,7.5,15.13394621876668,7.651462280468538,0.0637621856705711,150.0,NOEL_외부레퍼런스,2352.491502957234,3.3715280634593583,Very Safe,매우 안정,외부 PoD 적용(v3),중간,EFSA FGE.80Rev1 / AICIS Coumarins assessment,https://efsa.onlinelibrary.wiley.com/doi/pdf/10.2903/j.efsa.2009.1169,EFSA flavouring evaluation reports 13-week rat NOEL 150 mg/kg bw/day for 6-methylcoumarin. 향료/쿠마린 계열. 알레르기·감작성 별도 검토 필요.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,,정보 없음,,,용량정보 없음,파일 내 LD50/TDLo 등은 직접 사용하지 않음; 외부 반복독성 PoD 적용,,,,6-메틸쿠마린,6-Methyl Coumarin,3_EFSA/AICIS_외부PoD,150 / 0.0637622 = 2352
6-Methylcoumarin,92-48-8,EU,한도/금지,"해당 물질을 함유하면서 개정 제한사항을 충족하지 않는 화장품은, 2023년 8월 15일 당시 적용되던 제한사항을 충족하는 경우 2026년 7월 31일까지 유럽연합 시장에 출시할 수 있고 2028년 7월 31일까지 유럽연합 시장에서 판매할 수 있습니다","해당 물질을 함유하면서 개정 을 충족하지 않는 화장품은, 2023년 8월 15일 당시 적용되던 사항을 충족하는 경우 2026년 7월 31일까지 유럽연합 시장에 출시할 수 있고 2028년 7월 31일까지 유럽연합 시장에서 판매할 수 있습니다. 제품 유형 및 사용 부위: 구강 제품. 사용 준비 상태 제품 내 최대 농도: 0.003%. 농도가 씻어내지 않는 제품에서 0.001%, 씻어내는 제품에서 0.01%를 초과하면 성분 목록에 표시해야 합니다","0.003, 0.003, 0.001, 0.01, 0.001, 0.01",0.001,0.01,0.0645054470766397,0.8505101843620408,7.5,15.13394621876668,7.651462280468538,0.0637621856705711,150.0,NOEL_외부레퍼런스,2352.491502957234,3.3715280634593583,Very Safe,매우 안정,외부 PoD 적용(v3),중간,EFSA FGE.80Rev1 / AICIS Coumarins assessment,https://efsa.onlinelibrary.wiley.com/doi/pdf/10.2903/j.efsa.2009.1169,EFSA flavouring evaluation reports 13-week rat NOEL 150 mg/kg bw/day for 6-methylcoumarin. 향료/쿠마린 계열. 알레르기·감작성 별도 검토 필요.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,,정보 없음,,,용량정보 없음,파일 내 LD50/TDLo 등은 직접 사용하지 않음; 외부 반복독성 PoD 적용,,,,6-메틸쿠마린,6-Methyl Coumarin,3_EFSA/AICIS_외부PoD,150 / 0.0637622 = 2352
6-Methylcoumarin,92-48-8,대만,한도/금지,"※ 염모, 탈색, 탈염 및 관련 모발 제품에 표시해야 하는 주의사항은 보건복지부 공고에 따라 표시해야 합니다. ※ 염모제의 한도 기준은 제품 사용설명서에 따라 혼합한 후의 최대 허용 사용량을 의미합니다. ※ 화장품의 외포장 또는 용기에는 본 표에 등재된 성분의 주의사항을 명확히 표시해야 하며, 표시가 어려운 경우 라벨·설명서 또는 기타 방법으로 표시해야 합니다. ※ 구강 제제에는 비의약 치약, 구강청결제 및 치아 미백류 화장품이 포함됩니다. ※ 효능을 표시·광고하는 경우 관련 허위·과대광고 및 의료 효능 인정 기준을 준수해야 합니다","※ 염모, 탈색, 탈염 및 관련 모발 제품에 표시해야 하는 주의사항은 보건복지부 공고에 따라 표시해야 합니다. ※ 염모제의 한도 기준은 제품 사용설명서에 따라 혼합한 후의 최대 허용 사용량을 의미합니다. ※ 화장품의 외포장 또는 용기에는 본 표에 등재된 성분의 주의사항을 명확히 표시해야 하며, 표시가 어려운 경우 라벨·설명서 또는 기타 방법으로 표시해야 합니다. ※ 구강 제제에는 비의약 치약, 구강청결제 및 치아 미백류 화장품이 포함됩니다. ※ 효능을 표시·광고하는 경우 관련 허위·과대광고 및 의료 효능 인정 기준을 준수해야 합니다. 용도: 사용. 배합한도: 구강 제제 0.003%","0.003, 0.003",0.003,0.003,0.0645054470766397,0.8505101843620408,7.5,15.13394621876668,7.651462280468538,0.0637621856705711,150.0,NOEL_외부레퍼런스,2352.491502957234,3.3715280634593583,Very Safe,매우 안정,외부 PoD 적용(v3),중간,EFSA FGE.80Rev1 / AICIS Coumarins assessment,https://efsa.onlinelibrary.wiley.com/doi/pdf/10.2903/j.efsa.2009.1169,EFSA flavouring evaluation reports 13-week rat NOEL 150 mg/kg bw/day for 6-methylcoumarin. 향료/쿠마린 계열. 알레르기·감작성 별도 검토 필요.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,,정보 없음,,,용량정보 없음,파일 내 LD50/TDLo 등은 직접 사용하지 않음; 외부 반복독성 PoD 적용,,,,6-메틸쿠마린,6-Methyl Coumarin,3_EFSA/AICIS_외부PoD,150 / 0.0637622 = 2352
6-Methylcoumarin,92-48-8,EU,한도,,"해당 물질을 함유하면서 개정 을 충족하지 않는 화장품은, 2023년 8월 15일 당시 적용되던 사항을 충족하는 경우 2026년 7월 31일까지 유럽연합 시장에 출시할 수 있고 2028년 7월 31일까지 유럽연합 시장에서 판매할 수 있습니다. 제품 유형 및 사용 부위: 구강 제품. 사용 준비 상태 제품 내 최대 농도: 0.003%. 농도가 씻어내지 않는 제품에서 0.001%, 씻어내는 제품에서 0.01%를 초과하면 성분 목록에 표시해야 합니다","0.003, 0.003, 0.001, 0.01, 0.001, 0.01",0.001,0.01,0.0645054470766397,0.8505101843620408,7.5,15.13394621876668,7.651462280468538,0.0637621856705711,150.0,NOEL_외부레퍼런스,2352.491502957234,3.3715280634593583,Very Safe,매우 안정,외부 PoD 적용(v3),중간,EFSA FGE.80Rev1 / AICIS Coumarins assessment,https://efsa.onlinelibrary.wiley.com/doi/pdf/10.2903/j.efsa.2009.1169,EFSA flavouring evaluation reports 13-week rat NOEL 150 mg/kg bw/day for 6-methylcoumarin. 향료/쿠마린 계열. 알레르기·감작성 별도 검토 필요.,국가별 한도/사용조건 확인,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,,정보 없음,,,용량정보 없음,파일 내 LD50/TDLo 등은 직접 사용하지 않음; 외부 반복독성 PoD 적용,,,,6-메틸쿠마린,6-Methylcoumarin,3_EFSA/AICIS_외부PoD,150 / 0.0637622 = 2352
7-Ethoxycoumarin,31005-02-4,,,,,,,,0.136034645183368,0.9594363147260796,6.5,16.03774260580492,8.06715769227128,0.0672263141022606,0.0023,TTC_Cramer III,0.0342127934680663,-1.4658114643055258,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조정보 부재 또는 방향족/페놀/복합구조 → 보수적 Cramer III. TTC를 예비 기준치로 사용.,규제정보 확인 필요,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,,,TTC_fallback,0.0023 / 0.0672263 = 0.03421
Acetophenone,98-86-2,,,,,,,,0.02491758817219,0.6144968909790788,10.0,12.89435798253897,6.578479131480926,0.0548206594290077,250.0,NOAEL_외부레퍼런스,4560.3245674880645,3.658995753377774,Very Safe,매우 안정,외부 PoD 적용,중간,RIFM/ECHA acetophenone read-across used in fragrance assessment,https://fragrancematerialsafetyresource.elsevier.com/sites/default/files/122-00-9.pdf,ECHA REACH dossier: acetophenone OECD 408 gavage study에서 NOAEL 250 mg/kg/day가 read-across 기준으로 사용됨.,규제정보 확인 필요,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,TDLo,TDLo,6.3 ug/kg/28 일(간헐적),0.0063,일일 용량 가능성 있음(원문 확인 필요),MoS 기준치로 직접 사용하지 않음,,경구,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T1000000009,,,2_ECHA/RIFM,250 / 0.0548207 = 4560
Benzophenone,119-61-9,캐나다,한도/금지,,최대 허용 농도: 3%,"3.0, 3.0",3.0,3.0,0.0565893708319392,0.8239300765055646,8.0,14.909219592740872,7.544462280707318,0.0628705190058943,20.0,NOAEL_외부레퍼런스,318.1141227436812,2.5025829501306283,Safe,안정,외부 PoD 적용(전문가검토필요),중간,Australian Industrial Chemicals evaluation / repeated-dose study,https://www.industrialchemicals.gov.au/sites/default/files/2025-03/EVA00184%20-%20%20Draft%20evaluation%20statement%20-%2031%20March%202025.pdf,Repeated-dose oral study reported NOAEL 20 mg/kg bw/day for 90 days; benzophenone has carcinogenicity/endocrine concerns so expert review remains needed.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,LD50,LD50,"2,895mg/kg",2895.0,단회 또는 기간 불명,MoS 기준치로 직접 사용하지 않음,마우스,경구,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T5000000243,벤조페논,Benzophenone,5_기타 정부평가,20 / 0.0628705 = 318.1
Benzophenone,119-61-9,EU,한도/금지,,,,,,0.0565893708319392,0.8239300765055646,8.0,14.909219592740872,7.544462280707318,0.0628705190058943,20.0,NOAEL_외부레퍼런스,318.1141227436812,2.5025829501306283,Safe,안정,외부 PoD 적용(전문가검토필요),중간,Australian Industrial Chemicals evaluation / repeated-dose study,https://www.industrialchemicals.gov.au/sites/default/files/2025-03/EVA00184%20-%20%20Draft%20evaluation%20statement%20-%2031%20March%202025.pdf,Repeated-dose oral study reported NOAEL 20 mg/kg bw/day for 90 days; benzophenone has carcinogenicity/endocrine concerns so expert review remains needed.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,LD50,LD50,"2,895mg/kg",2895.0,단회 또는 기간 불명,MoS 기준치로 직접 사용하지 않음,마우스,경구,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T5000000243,벤조페논,Benzophenone,5_기타 정부평가,20 / 0.0628705 = 318.1
Benzophenone,119-61-9,아세안,한도/금지,,,,,,0.0565893708319392,0.8239300765055646,8.0,14.909219592740872,7.544462280707318,0.0628705190058943,20.0,NOAEL_외부레퍼런스,318.1141227436812,2.5025829501306283,Safe,안정,외부 PoD 적용(전문가검토필요),중간,Australian Industrial Chemicals evaluation / repeated-dose study,https://www.industrialchemicals.gov.au/sites/default/files/2025-03/EVA00184%20-%20%20Draft%20evaluation%20statement%20-%2031%20March%202025.pdf,Repeated-dose oral study reported NOAEL 20 mg/kg bw/day for 90 days; benzophenone has carcinogenicity/endocrine concerns so expert review remains needed.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,LD50,LD50,"2,895mg/kg",2895.0,단회 또는 기간 불명,MoS 기준치로 직접 사용하지 않음,마우스,경구,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T5000000243,벤조페논,Benzophenone,5_기타 정부평가,20 / 0.0628705 = 318.1
Benzyl bromide,100-39-0,,,,,,,,0.0292084291812611,0.6586066670460132,9.5,13.374503229858346,6.808061489486899,0.0567338457457241,0.0023,TTC_Cramer III,0.0405401743838834,-1.3921143875178144,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조정보 부재 또는 방향족/페놀/복합구조 → 보수적 Cramer III. TTC를 예비 기준치로 사용.,규제정보 확인 필요,피부자극/감작성/국소독성 별도 표시 권장,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값; MoS 외 감작성·자극성 확인 필요,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,,,TTC_fallback,0.0023 / 0.0567338 = 0.04054
Benzylideneacetone,122-57-6,아르헨티나,금지,,,,,,0.0427082942943964,0.7584734934355678,8.5,14.342684039442366,7.272963310612846,0.0606080275884403,0.0023,TTC_Cramer III,0.0379487683647813,-1.4208023146580686,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조정보 부재 또는 방향족/페놀/복합구조 → 보수적 Cramer III. TTC를 예비 기준치로 사용.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,4-페닐부트-3-엔-2-온,4-Phenylbut-3-en-2-one,TTC_fallback,0.0023 / 0.060608 = 0.03795
Benzylideneacetone,122-57-6,아세안,금지,,,,,,0.0427082942943964,0.7584734934355678,8.5,14.342684039442366,7.272963310612846,0.0606080275884403,0.0023,TTC_Cramer III,0.0379487683647813,-1.4208023146580686,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조정보 부재 또는 방향족/페놀/복합구조 → 보수적 Cramer III. TTC를 예비 기준치로 사용.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,4-페닐부트-3-엔-2-온,4-Phenylbut-3-en-2-one,TTC_fallback,0.0023 / 0.060608 = 0.03795
Benzylideneacetone,122-57-6,EU,금지,,,,,,0.0427082942943964,0.7584734934355678,8.5,14.342684039442366,7.272963310612846,0.0606080275884403,0.0023,TTC_Cramer III,0.0379487683647813,-1.4208023146580686,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조정보 부재 또는 방향족/페놀/복합구조 → 보수적 Cramer III. TTC를 예비 기준치로 사용.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,4-페닐부트-3-엔-2-온,4-Phenylbut-3-en-2-one,TTC_fallback,0.0023 / 0.060608 = 0.03795
Benzylideneacetone,122-57-6,중국,금지,,,,,,0.0427082942943964,0.7584734934355678,8.5,14.342684039442366,7.272963310612846,0.0606080275884403,0.0023,TTC_Cramer III,0.0379487683647813,-1.4208023146580686,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조정보 부재 또는 방향족/페놀/복합구조 → 보수적 Cramer III. TTC를 예비 기준치로 사용.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,4-페닐부트-3-엔-2-온,4-Phenylbut-3-en-2-one,TTC_fallback,0.0023 / 0.060608 = 0.03795
Benzylideneacetone,122-57-6,캐나다,금지,,,,,,0.0427082942943964,0.7584734934355678,8.5,14.342684039442366,7.272963310612846,0.0606080275884403,0.0023,TTC_Cramer III,0.0379487683647813,-1.4208023146580686,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조정보 부재 또는 방향족/페놀/복합구조 → 보수적 Cramer III. TTC를 예비 기준치로 사용.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,4-페닐부트-3-엔-2-온,4-Phenylbut-3-en-2-one,TTC_fallback,0.0023 / 0.060608 = 0.03795
Benzylideneacetone,122-57-6,한국,금지,,,,,,0.0427082942943964,0.7584734934355678,8.5,14.342684039442366,7.272963310612846,0.0606080275884403,0.0023,TTC_Cramer III,0.0379487683647813,-1.4208023146580686,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조정보 부재 또는 방향족/페놀/복합구조 → 보수적 Cramer III. TTC를 예비 기준치로 사용.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,4-페닐부트-3-엔-2-온,4-Phenylbut-3-en-2-one,TTC_fallback,0.0023 / 0.060608 = 0.03795
Benzylideneacetone,122-57-6,브라질,금지,,,,,,0.0427082942943964,0.7584734934355678,8.5,14.342684039442366,7.272963310612846,0.0606080275884403,0.0023,TTC_Cramer III,0.0379487683647813,-1.4208023146580686,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조정보 부재 또는 방향족/페놀/복합구조 → 보수적 Cramer III. TTC를 예비 기준치로 사용.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,4-페닐부트-3-엔-2-온,4-Phenylbut-3-en-2-one,TTC_fallback,0.0023 / 0.060608 = 0.03795
Cinnamyl alcohol,104-54-1,EU,한도,,"성분 농도가 씻어내지 않는 제품에서 0.001%, 씻어내는 제품에서 0.01%를 초과하는 경우, 유럽연합 화장품 규정 제19조(1)(g)에 따른 성분 목록에 해당 성분을 표시해야 함","0.001, 0.01, 0.001, 0.01",0.001,0.01,0.0320267082526992,0.684044050833176,9.5,13.631998270655876,6.9317803855550855,0.0577648365462923,22.62,NOAEL_외부레퍼런스,391.5877089321027,2.5928290518064405,Safe,안정,외부 PoD 적용,중간,"RIFM fragrance ingredient safety assessment, cinnamyl alcohol",https://tobacco-information.hpa.gov.tw/common/DownloadDetail.ashx?id=pMH1Bdx0VyX0z9hCdkt%2Ftg%3D%3D&posionId=A1044,Cinnamyl alcohol repeated dose toxicity NOAEL 22.62 mg/kg/day로 제시. 향료 원료 평가이므로 중간 신뢰도로 적용.,국가별 한도/사용조건 확인,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,신나밀알코올,Cinnamyl Alcohol,4_RIFM/CIR류,22.62 / 0.0577648 = 391.6
Cyclophosphamide monohydrate,6055-19-2,아세안,금지,,,,,,0.0014909133984379,0.0768076296834098,16.5,2.4097194504763766,1.3241449381298254,0.0110345411510818,2.5e-06,TTC_DNA reactive alert,0.0002265613010791,-3.644814269949662,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조 알림기/염모제/니트로·아민·알킬화 가능성 → DNA reactive alert. TTC를 예비 기준치로 사용.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값; 일반 화장품 MoS보다 규제/전문가 판단 우선,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,"사이클로포스파미드하이드레이트;2H-1,3,2-옥사자포스포린-2-아민,N,N-비스(2-클로로에틸)테트라하이드로-,2-옥사이드,모노하이드레이트","Cyclophosphamide hydrate; 2H-1,3,2-Oxazaphosphorin-2-amine, N,N-bis(2- chloroethyl)tetrahydro-, 2-oxide, monohydrate",TTC_fallback,2.5e-06 / 0.0110345 = 0.0002266
Cyclophosphamide monohydrate,6055-19-2,중국,금지,,,,,,0.0014909133984379,0.0768076296834098,16.5,2.4097194504763766,1.3241449381298254,0.0110345411510818,2.5e-06,TTC_DNA reactive alert,0.0002265613010791,-3.644814269949662,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조 알림기/염모제/니트로·아민·알킬화 가능성 → DNA reactive alert. TTC를 예비 기준치로 사용.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값; 일반 화장품 MoS보다 규제/전문가 판단 우선,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,"사이클로포스파미드하이드레이트;2H-1,3,2-옥사자포스포린-2-아민,N,N-비스(2-클로로에틸)테트라하이드로-,2-옥사이드,모노하이드레이트","Cyclophosphamide hydrate; 2H-1,3,2-Oxazaphosphorin-2-amine, N,N-bis(2- chloroethyl)tetrahydro-, 2-oxide, monohydrate",TTC_fallback,2.5e-06 / 0.0110345 = 0.0002266
Cyclophosphamide monohydrate,6055-19-2,캐나다,금지,,,,,,0.0014909133984379,0.0768076296834098,16.5,2.4097194504763766,1.3241449381298254,0.0110345411510818,2.5e-06,TTC_DNA reactive alert,0.0002265613010791,-3.644814269949662,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조 알림기/염모제/니트로·아민·알킬화 가능성 → DNA reactive alert. TTC를 예비 기준치로 사용.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값; 일반 화장품 MoS보다 규제/전문가 판단 우선,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,"사이클로포스파미드하이드레이트;2H-1,3,2-옥사자포스포린-2-아민,N,N-비스(2-클로로에틸)테트라하이드로-,2-옥사이드,모노하이드레이트","Cyclophosphamide hydrate; 2H-1,3,2-Oxazaphosphorin-2-amine, N,N-bis(2- chloroethyl)tetrahydro-, 2-oxide, monohydrate",TTC_fallback,2.5e-06 / 0.0110345 = 0.0002266
